QuellenId,URL
214,https://www.zeit.de/politik/deutschland/2023-10/israel-krieg-terrorismus-hamas-juden
215,https://www.zeit.de/kultur/2023-10/debatte-israel-deutschland-nahost-konflikt
216,https://www.zeit.de/politik/ausland/2023-10/china-naher-osten-israel-antisemitismus-hamas
217,https://www.zeit.de/politik/ausland/2023-10/israel-gazastreifen-krieg-emmanuel-macron-allianz-hamas-is
218,https://www.zeit.de/politik/ausland/2023-10/israel-ueberblick-hamas-geiseln-flugblaetter-gazastreifen-bodenoffensive
219,https://www.zeit.de/politik/ausland/2023-10/vereinte-nationen-israel-gazastreifen-hamas-antonio-guterres-ruecktritt-forderung
220,https://www.zeit.de/politik/ausland/2023-10/usa-israel-hamas-krieg-geiseln-verhandlungen
221,https://www.zeit.de/politik/2023-10/antonio-guterres-bundesregierung-israel-un
222,https://www.zeit.de/gesellschaft/2023-10/islamistischer-gefaehrder-duisburg-haftbefehl-generalstaatsanwaltschaft
223,https://www.zeit.de/politik/ausland/2023-10/israel-ueberblick-hamas-raketenangriffe-recep-tayyip-erdogan-katar-un
224,https://www.zeit.de/politik/2023-10/uno-antonio-guterres-nahost-israel
225,https://www.zeit.de/politik/ausland/2023-10/eu-gipfel-israel-migration-ukraine-haushalt-ueberblick
226,https://www.zeit.de/politik/ausland/2023-10/israel-benjamin-netanjahu-bodenoffensive-gazastreifen
227,https://www.zeit.de/politik/ausland/2023-10/israel-gazastreifen-ueberblick-krankenhaeuser-sicherheitsrat
228,https://www.zeit.de/politik/ausland/2023-10/eu-gipfel-israel-olaf-scholz-ukraine-pedro-sanchez-viktor-orban-feuerpausen
229,https://www.zeit.de/politik/2023-10/bodenoffensive-in-gaza-lea-frehse-hauke-friedrichs-was-jetzt-livesendung
230,https://www.zeit.de/politik/ausland/2023-10/fridays-for-future-israel-palaestinenser-genozid-vorwurf-greta-thunberg
231,https://www.zeit.de/politik/ausland/2023-10/israel-ueberblick-eu-feuerpausen-gazastreifen-usa-900-soldaten
232,https://www.zeit.de/politik/deutschland/2023-10/joachim-gauck-palaestinenser-antisemitismus-interview
233,https://www.zeit.de/2023/45/solidaritaet-israel-unternehmen-arabischer-markt
